english,type,vietnamese,pronounce,explain,example,example_vietnamese,image_url,mp3_url,topic,topic_url
deluxe,adj.,"Sang trọng, chất lượng cao",/di'luks ; di'lʌks/,Luxurious,My parents decided to splurge on deluxe accommodations for their trip.,Cha mẹ tôi đã quyết định tiêu tiền thoải mái vào tiện nghi xa hoa cho chuyến đi của họ.,https://audio.tflat.vn/data/cache/images/300x225/d/e/deluxe1.jpg,https://audio.tflat.vn/audio/d/e/deluxe.mp3,Trains,https://tienganhtflat.com/blog/toeic-words-trains
directory,n.,"Sách hướng dẫn, danh bạ",/dəˈrektəri/ /daɪˈrektəri/ /dɪˈrektəri/,"A book containing lists of information, usually in alphabetical order",We consulted the directory to see where the train station was located.,Chúng tôi đã tham khảo danh bạ điện thoại để xem ga xe lửa nằm ở chỗ nào.,https://audio.tflat.vn/data/cache/images/300x225/d/i/directory2.png,https://audio.tflat.vn/audio/d/i/directory.mp3,Trains,https://tienganhtflat.com/blog/toeic-words-trains
duration,n.,Khoảng thời gian,/djuə'reiʃn/,The length of time that something lasts or continues,Mother lent me her spare jacket for the duration of the trip.,Mẹ đã cho tôi mượn chiếc áo khoác để dành của bà cho suốt thời gian chuyến đi (của tôi).,https://audio.tflat.vn/data/cache/images/300x225/d/u/duration2.jpg,https://audio.tflat.vn/audio/d/u/duration.mp3,Trains,https://tienganhtflat.com/blog/toeic-words-trains
entitle,v.,Cho phép làm cái gì,/ɪnˈtaɪt(ə)l/,To give someone the right to have or to do something,"During the holiday rush, a train ticket entitled the passenger to a ride, but not necessarily a seat.","Trong suốt mùa cao điểm nghỉ lễ, vé xe lửa cho phép hành khách lên tàu tàu, nhưng không nhất thiết có một chỗ ngồi.",https://audio.tflat.vn/data/images_example/300x225/d/u/during_the_ex1_56248d007f8b9afc0c2980c9.jpg,https://audio.tflat.vn/audio/e/n/entitle.mp3,Trains,https://tienganhtflat.com/blog/toeic-words-trains
fare,n.,Tiền vé,/feə/,"The money that you pay to travel by bus, plane, taxi, etc.",Pay your fare at the ticket office and you will get a ticket to board the train.,Thanh toán cước phí của anh tại phòng vé và anh sẽ nhận được một vé lên tàu.,https://audio.tflat.vn/data/cache/images/300x225/f/a/fare1.png,https://audio.tflat.vn/audio/f/a/fare.mp3,Trains,https://tienganhtflat.com/blog/toeic-words-trains
offset,v.,"Bù lại, đền bù",/'ɔ:fset/,"To use one cost, payment, or situation in order to cancel or reduce the effect of another",The high cost of the hotel room offset the savings we made by taking the train instead of the plane.,Chi phí cao của khách sạn bù lại khoản tiết kiệm mà chúng tôi đã có bằng cách đi xe lửa thay vì máy bay.,https://audio.tflat.vn/data/cache/images/300x225/o/f/offset1.jpg,https://audio.tflat.vn/audio/o/f/offset.mp3,Trains,https://tienganhtflat.com/blog/toeic-words-trains
operate,v.,"Vận hành, làm cho hoạt động",/'ɔpəreit/,To work in a particular way,The train only operates in this area at the height of the tourist season.,Xe lửa chỉ chạy trong khu vực này vào lúc cao điểm của mùa du lịch.,https://audio.tflat.vn/data/cache/images/300x225/o/p/operate1.png,https://audio.tflat.vn/audio/o/p/operate.mp3,Trains,https://tienganhtflat.com/blog/toeic-words-trains
punctually,adv.,"Đúng giờ, không chậm trễ",/'pʌɳktjuəli/,Happening at the arranged or correct time,Please be on time; the train leaves punctually at noon.,Hãy đến kịp giờ; xe lửa rời ga đúng giờ vào buổi trưa.,https://audio.tflat.vn/data/cache/images/300x225/p/u/punctually2.jpg,https://audio.tflat.vn/audio/p/u/punctually.mp3,Trains,https://tienganhtflat.com/blog/toeic-words-trains
relatively,adv.,Tương đối,/'relətivli/,To a fairly large degree,The train is relatively empty for this time of day.,Đoàn tàu hơi vắng khách vào lúc này trong ngày.,https://audio.tflat.vn/data/images_example/300x225/t/h/the_train__ex1_56248d167f8b9a040dc661a8.jpg,https://audio.tflat.vn/audio/r/e/relatively.mp3,Trains,https://tienganhtflat.com/blog/toeic-words-trains
remainder,n.,"Phần còn lại, số dư",/ri'meində/,"The remaining people, things, or time","The Alaskan frontier has train service in the summer, but for the remainder of the year the tracks are impassable.","Biên giới ở Alaska có dịch vụ xe lửa vào mùa hè, nhưng vào lúc còn lại của năm thì đường ray không thể đi qua được (do bị đóng băng).",https://audio.tflat.vn/data/cache/images/300x225/r/e/remainder1.png,https://audio.tflat.vn/audio/r/e/remainder.mp3,Trains,https://tienganhtflat.com/blog/toeic-words-trains
remote,adj.,"Xa xôi, hẻo lánh",/rɪˈməʊt/,Far away from places where other people live,We took the train out of the city and found a remote hotel in the country for the weekend.,Chúng tôi đón xe lửa ra khỏi thành phố và tìm một khách sạn cách biệt ở miền quê vào dịp cuối tuần.,https://audio.tflat.vn/data/cache/images/300x225/r/e/remote2.png,https://audio.tflat.vn/audio/r/e/remote.mp3,Trains,https://tienganhtflat.com/blog/toeic-words-trains
burden,n.,Gánh nặng,/'bə:dn/,"A duty, responsibility, etc. that causes worry, difficulty, or hard work","I never consider looking after my elderly parents as a burden, but a token of gratitude.","Tôi không bao giờ coi việc chăm sóc bố mẹ già là một gánh nặng, mà coi đó là biểu hiện của lòng biết ơn.",https://audio.tflat.vn/data/cache/images/300x225/b/u/burden2.jpg,https://audio.tflat.vn/audio/b/u/burden.mp3,Ordering Lunch,https://tienganhtflat.com/blog/toeic-words-ordering-lunch
commonly,adv.,"Thường thường, thông thường",/'kɔmənli/,Usually; very often; by most people,The restaurants in this area commonly serve office workers and are only open during the week.,Nhà hàng trong khu này thường phục vụ nhân viên văn phòng và thường mở cửa suốt tuần.,https://audio.tflat.vn/data/cache/images/300x225/c/o/commonly1.jpg,https://audio.tflat.vn/audio/c/o/commonly.mp3,Ordering Lunch,https://tienganhtflat.com/blog/toeic-words-ordering-lunch
delivery,n.,"Sự giao hàng, sự phân phối",/dɪˈlɪvəri/,"The act of taking goods, letters, etc. to the people they have been sent to",The caterer hired a courier to make the delivery.,Nhà cung cấp thực phẩm đã thuê một người đưa tin để thực hiện việc giao hàng.,https://audio.tflat.vn/data/cache/images/300x225/d/e/delivery1.png,https://audio.tflat.vn/audio/d/e/delivery.mp3,Ordering Lunch,https://tienganhtflat.com/blog/toeic-words-ordering-lunch
elegance,n.,"Tính thanh lịch, tính tao nhã",/'eligəns/,Attractive and showing a good sense of style,The elegance of the restaurant made it a pleasant place to eat.,Sự thanh lịch của nhà hàng khiến nó là một nơi thú vị để ăn uống.,https://audio.tflat.vn/data/cache/images/300x225/e/l/elegance1.jpg,https://audio.tflat.vn/audio/e/l/elegance.mp3,Ordering Lunch,https://tienganhtflat.com/blog/toeic-words-ordering-lunch
fall to,v.,Trở thành trách nhiệm của,/fɔːl tuː/,To become one's responsibilities,The tasks of preparing the meal fall to the assistant chef when the chief chef was ill.,Nhiệm vụ nấu ăn rơi vào tay của phụ bếp khi mà người đầu bếp bị bệnh.,https://audio.tflat.vn/data/cache/images/300x225/f/a/fall_to1.jpg,https://audio.tflat.vn/audio/f/a/fall_to.mp3,Ordering Lunch,https://tienganhtflat.com/blog/toeic-words-ordering-lunch
impress,v.,"Gây ấn tượng, để lại ấn tượng",/ɪmˈpres/,"If a person or thing impresses you, you feel admiration for them or it",She was really impressed by the beauty of the city at night.,Cô ấy đã thực sự bị ấn tượng bởi vẻ đẹp của thành phố về đêm.,https://audio.tflat.vn/data/images_example/300x225/s/h/she_was_re_ex1_56248cff7f8b9afc0c297ffd.jpg,https://audio.tflat.vn/audio/i/m/impress.mp3,Ordering Lunch,https://tienganhtflat.com/blog/toeic-words-ordering-lunch
individual,adj.,"Cá nhân, riêng biệt","/,indi'vidjuəl/",Considered separately rather than as part of a group,We had the delivery man mark the contents of each individual order.,Chúng tôi đã được người giao hàng đánh dấu nội dung cho mỗi đơn hàng riêng biệt.,https://audio.tflat.vn/data/cache/images/300x225/i/n/individual1.png,https://audio.tflat.vn/audio/i/n/individual.mp3,Ordering Lunch,https://tienganhtflat.com/blog/toeic-words-ordering-lunch
list,n.,Danh sách,/list/,"A series of names, items, figures, etc., especially when they are written or printed",I have to buy the food on the list.,Tôi phải mua thực phẩm trong danh sách.,https://audio.tflat.vn/data/cache/images/300x225/l/i/list1.jpg,https://audio.tflat.vn/audio/l/i/list.mp3,Ordering Lunch,https://tienganhtflat.com/blog/toeic-words-ordering-lunch
multiple,adj.,"Nhiều, bội số",/'mʌltipl/,Many in number; involving many different people or things,a house in multiple ownership/occupancy (= owned/occupied by several different people or families),căn nhà thuộc nhiều người sở hữu,https://audio.tflat.vn/data/cache/images/300x225/m/u/multiple1.png,https://audio.tflat.vn/audio/m/u/multiple.mp3,Ordering Lunch,https://tienganhtflat.com/blog/toeic-words-ordering-lunch
narrow,v.,"Thu hẹp, co lại",/'nærou/,To become or make something narrower,"This restaurant delivers only pizza and sandwiches, so that certainly narrows down the choices.","Nhà hàng này chỉ giao hàng pizza và sandwich, hẳn nhiên là đã làm thu hẹp các chọn lựa.",https://audio.tflat.vn/data/cache/images/300x225/n/a/narrow1.png,https://audio.tflat.vn/audio/n/a/narrow.mp3,Ordering Lunch,https://tienganhtflat.com/blog/toeic-words-ordering-lunch
pick up,phr.v.,Đón (ai đó),/'pikʌp/,To take on passengers or freight,I'll pick you up at five o'clock.,Tôi sẽ đón bạn lúc 5 giờ.,https://audio.tflat.vn/data/cache/images/300x225/p/i/pick_up1.jpg,https://audio.tflat.vn/audio/p/i/pick_up.mp3,Ordering Lunch,https://tienganhtflat.com/blog/toeic-words-ordering-lunch
settle,v.,"Ngồi, đậu, bố trí, định cư, làm ăn sinh sống; giải quyết, hòa giải, dàn xếp",/'setl/,To put an end to an argument or a disagreement,We settle the bill with the cashier.,Chúng tôi thanh toán hóa đơn với người thủ quỹ.,https://audio.tflat.vn/data/cache/images/300x225/s/e/settle2.jpg,https://audio.tflat.vn/audio/s/e/settle.mp3,Ordering Lunch,https://tienganhtflat.com/blog/toeic-words-ordering-lunch
contract,n.,Hợp đồng,/kənˈtrakt/,,Are you going to break the contract?,Bạn đang định phá vỡ hợp đồng phải không?,https://audio.tflat.vn/data/cache/images/300x225/c/o/contracts1.jpg,https://audio.tflat.vn/audio/c/o/contract.mp3,Contracts,https://tienganhtflat.com/blog/toeic-words-contracts
abide by,v.,"Tôn trọng, tuân theo, giữ (lời)",/ə'baid/,"To accept and act according to a law, an agreement",The two parties agreed to abide by the judge's decision.,Hai bên đã đồng ý tuân theo quyết định của tòa án.,https://audio.tflat.vn/data/cache/images/300x225/a/b/abide_by.jpg,https://audio.tflat.vn/audio/a/b/abide_by.mp3,Contracts,https://tienganhtflat.com/blog/toeic-words-contracts
agreement,n.,"Sự đồng ý, thỏa thuận với nhau",/ə'gri:mənt/,"An arrangement, a promise or a contract made with somebody","According to the agreement, the caterer will also supply the flowers for the event.","Theo như thỏa thuận, nhà cung cấp lương thực thực phẩm cũng sẽ cung cấp hoa cho sự kiện.",https://audio.tflat.vn/data/cache/images/300x225/a/g/agreement1.png,https://audio.tflat.vn/audio/a/g/agreement.mp3,Contracts,https://tienganhtflat.com/blog/toeic-words-contracts
assurance,n.,"Sự cam đoan, bảo đảm",/ə'ʃuərəns/,A statement that something will certainly be true or will certainly happen,The sales associate gave his assurance that the missing keyboard would be replaced the next day.,Đối tác bán hàng cam đoan rằng ngày mai bàn phím lỗi sẽ được thay.,https://audio.tflat.vn/data/cache/images/300x225/a/s/assurance1.png,https://audio.tflat.vn/audio/a/s/assurance.mp3,Contracts,https://tienganhtflat.com/blog/toeic-words-contracts
cancellation,n.,"Sự bãi bỏ, hủy bỏ","/,kænse'leiʃn/",A decision to stop something that has already been arranged from happening,The cancellation of her flight caused her problems for the rest of the week.,Việc hủy chuyến bay đã gây cho cô ấy nhiều vấn đề trong những ngày còn lại của tuần.,https://audio.tflat.vn/data/cache/images/300x225/c/a/cancellation.jpg,https://audio.tflat.vn/audio/c/a/cancellation.mp3,Contracts,https://tienganhtflat.com/blog/toeic-words-contracts
determine,v.,"Xác định, định rõ",/di'tə:min/,To discover the facts about something,"After reading the contract, I was still unable to determine if our company was liable for back wages.","Sau khi đọc hợp đồng, tôi vẫn không thể biết được liệu rằng công ty của chúng tôi có phải chịu trách nhiệm hoàn trả lại lương không.",https://audio.tflat.vn/data/cache/images/300x225/d/e/determine1.png,https://audio.tflat.vn/audio/d/e/determine.mp3,Contracts,https://tienganhtflat.com/blog/toeic-words-contracts
engage,v.,"Thu hút (sự chú ý…), giành được (tình cảm…)",/in'geidʤ/,"To become involved in, to participate","He really wants to engage his classmates, but he doesn't know how to do that.","Cậu ấy thực sự muốn giành được cảm tình của các bạn cùng lớp, nhưng cậu ấy không biết cách làm thế nào.",https://audio.tflat.vn/data/cache/images/300x225/e/n/engage.jpg,https://audio.tflat.vn/audio/e/n/engage.mp3,Contracts,https://tienganhtflat.com/blog/toeic-words-contracts
establish,v.,"Thành lập, thiết lập",/is'tæbliʃ/,"To start or create an organization, a system",This company was established in 2010.,Công ty này được thành lập vào năm 2010.,https://audio.tflat.vn/data/cache/images/300x225/e/s/establish1.png,https://audio.tflat.vn/audio/e/s/establish.mp3,Contracts,https://tienganhtflat.com/blog/toeic-words-contracts
obligate,v.,"Bắt buộc, ép buộc",/'ɔbligeit/,To bind legally or morally,The contractor was obligated by the contract to work 40 hours a week.,Nhà thầu buộc phải làm việc 40 tiếng mỗi tuần.,https://audio.tflat.vn/data/cache/images/300x225/o/b/obligate1.png,https://audio.tflat.vn/audio/o/b/obligate.mp3,Contracts,https://tienganhtflat.com/blog/toeic-words-contracts
